forest forest##forest.Horizontal_Distance_To_Hydrology,=,1321.0#1
forest forest##forest.Horizontal_Distance_To_Hydrology,<,698.0,forest.Elevation,>,2171.0,forest.Hillshade_Noon,>,160.0,forest.Horizontal_Distance_To_Fire_Points,>,1782.0,forest.Horizontal_Distance_To_Roadways,>,6805.0#315
forest forest##forest.Hillshade_Noon,>,121.0#580726
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,4562.0,forest.Aspect,=,120.0,forest.Horizontal_Distance_To_Roadways,<,2780.0,forest.Elevation,>,1994.0#51
forest forest##forest.Horizontal_Distance_To_Hydrology,<,1180.0#580391
forest forest##forest.Elevation,<,2105.0#4928
forest forest##forest.Slope,=,66.0#1
forest forest##forest.Hillshade_9am,<,139.0,forest.Aspect,>,210.0#10748
forest forest##forest.Hillshade_Noon,<,150.0#2399
forest forest##forest.Aspect,<,94.0,forest.Hillshade_9am,<,194.0,forest.Hillshade_Noon,>,137.0#8393
forest forest##forest.Hillshade_Noon,>,193.0#536496
forest forest##forest.Horizontal_Distance_To_Roadways,>,4647.0,forest.Slope,=,13.0#3461
forest forest##forest.Hillshade_9am,=,237.0#8677
forest forest##forest.Horizontal_Distance_To_Roadways,>,2774.0#198752
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,4025.0,forest.Hillshade_Noon,=,243.0,forest.Horizontal_Distance_To_Hydrology,>,642.0,forest.Hillshade_3pm,<,170.0#54
forest forest##forest.Elevation,=,2334.0#112
forest forest##forest.Horizontal_Distance_To_Roadways,<,4152.0#489584
forest forest##forest.Horizontal_Distance_To_Hydrology,>,1104.0#1440
forest forest##forest.Elevation,>,2611.0,forest.Horizontal_Distance_To_Roadways,>,4474.0,forest.Slope,<,50.0,forest.Hillshade_9am,>,242.0#3061
forest forest##forest.Horizontal_Distance_To_Hydrology,>,514.0,forest.Hillshade_3pm,<,134.0#25001
forest forest##forest.Vertical_Distance_To_Hydrology,<,411.0,forest.Horizontal_Distance_To_Roadways,>,1546.0,forest.Hillshade_3pm,<,199.0,forest.Slope,=,20.0#7677
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,994.0,forest.Hillshade_Noon,<,193.0#26918
forest forest##forest.Hillshade_Noon,<,167.0#8079
forest forest##forest.Aspect,<,124.0,forest.Horizontal_Distance_To_Fire_Points,=,2950.0,forest.Slope,<,32.0,forest.Hillshade_3pm,>,98.0,forest.Vertical_Distance_To_Hydrology,<,59.0#11
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,3514.0#514998
forest forest##forest.Elevation,<,2082.0,forest.Slope,>,12.0,forest.Hillshade_Noon,<,127.0,forest.Vertical_Distance_To_Hydrology,>,-35.0#50
forest forest##forest.Hillshade_3pm,>,152.0,forest.Slope,>,18.0,forest.Horizontal_Distance_To_Fire_Points,>,6513.0#110
forest forest##forest.Hillshade_9am,>,144.0#566598
forest forest##forest.Hillshade_3pm,=,126.0,forest.Horizontal_Distance_To_Hydrology,>,984.0#42
forest forest##forest.Hillshade_3pm,>,209.0,forest.Vertical_Distance_To_Hydrology,>,53.0,forest.Elevation,<,3428.0,forest.Hillshade_Noon,<,141.0#1
forest forest##forest.Hillshade_9am,<,176.0,forest.Hillshade_Noon,=,132.0#18
forest forest##forest.Aspect,>,77.0,forest.Elevation,>,2084.0,forest.Hillshade_9am,<,92.0,forest.Horizontal_Distance_To_Hydrology,<,659.0#538
forest forest##forest.Hillshade_Noon,<,174.0#12875
forest forest##forest.Vertical_Distance_To_Hydrology,<,253.0,forest.Aspect,>,160.0,forest.Horizontal_Distance_To_Hydrology,=,510.0,forest.Horizontal_Distance_To_Roadways,<,5718.0,forest.Hillshade_3pm,<,196.0#743
forest forest##forest.Aspect,>,8.0,forest.Vertical_Distance_To_Hydrology,<,447.0#559451
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,2439.0,forest.Horizontal_Distance_To_Roadways,>,5962.0#4518
forest forest##forest.Slope,<,30.0#557686
forest forest##forest.Horizontal_Distance_To_Hydrology,=,120.0,forest.Horizontal_Distance_To_Roadways,=,5080.0,forest.Aspect,<,217.0#1
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,3331.0,forest.Aspect,<,46.0#16742
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,6674.0,forest.Hillshade_9am,<,133.0#35
forest forest##forest.Hillshade_3pm,>,28.0,forest.Slope,>,35.0,forest.Vertical_Distance_To_Hydrology,>,140.0#1037
forest forest##forest.Horizontal_Distance_To_Roadways,=,5081.0,forest.Aspect,<,117.0,forest.Slope,<,11.0#5
forest forest##forest.Slope,>,20.0,forest.Horizontal_Distance_To_Hydrology,>,1012.0,forest.Aspect,<,4.0,forest.Hillshade_Noon,>,192.0#2
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,2070.0,forest.Hillshade_9am,<,195.0#31716
forest forest##forest.Slope,=,51.0#17
forest forest##forest.Hillshade_3pm,=,99.0,forest.Horizontal_Distance_To_Fire_Points,<,661.0,forest.Vertical_Distance_To_Hydrology,<,578.0,forest.Slope,>,32.0,forest.Hillshade_Noon,>,160.0#1
forest forest##forest.Elevation,>,1941.0,forest.Slope,<,29.0,forest.Aspect,<,299.0,forest.Horizontal_Distance_To_Fire_Points,<,4475.0,forest.Vertical_Distance_To_Hydrology,>,-142.0#420465
forest forest##forest.Hillshade_Noon,<,207.0,forest.Horizontal_Distance_To_Fire_Points,<,6780.0,forest.Vertical_Distance_To_Hydrology,>,19.0,forest.Slope,<,39.0#71966
forest forest##forest.Horizontal_Distance_To_Hydrology,=,1176.0,forest.Slope,>,4.0,forest.Horizontal_Distance_To_Roadways,<,1951.0#1
forest forest##forest.Aspect,<,301.0,forest.Horizontal_Distance_To_Hydrology,<,1299.0,forest.Hillshade_Noon,<,185.0,forest.Elevation,<,1947.0#144
forest forest##forest.Horizontal_Distance_To_Hydrology,=,592.0#515
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,5193.0,forest.Horizontal_Distance_To_Roadways,>,2778.0,forest.Hillshade_9am,=,181.0#948
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,6567.0,forest.Vertical_Distance_To_Hydrology,<,-60.0,forest.Hillshade_Noon,>,146.0,forest.Slope,<,23.0,forest.Hillshade_9am,>,223.0#1032
forest forest##forest.Aspect,<,55.0,forest.Hillshade_3pm,=,128.0#2305
forest forest##forest.Horizontal_Distance_To_Roadways,<,7009.0,forest.Hillshade_3pm,=,153.0,forest.Hillshade_Noon,>,238.0,forest.Horizontal_Distance_To_Hydrology,>,1183.0#3
forest forest##forest.Hillshade_3pm,=,224.0#564
forest forest##forest.Hillshade_Noon,=,176.0#1049
forest forest##forest.Horizontal_Distance_To_Hydrology,>,1343.0#25
forest forest##forest.Vertical_Distance_To_Hydrology,>,246.0,forest.Hillshade_3pm,<,39.0#42
forest forest##forest.Hillshade_Noon,<,75.0#16
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,5936.0,forest.Horizontal_Distance_To_Hydrology,=,721.0#14
forest forest##forest.Horizontal_Distance_To_Roadways,=,2010.0,forest.Hillshade_3pm,>,63.0,forest.Aspect,<,216.0,forest.Elevation,>,3367.0,forest.Hillshade_9am,>,107.0#7
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,4586.0,forest.Vertical_Distance_To_Hydrology,<,152.0,forest.Hillshade_9am,=,204.0,forest.Elevation,>,2151.0,forest.Horizontal_Distance_To_Roadways,<,730.0,forest.Slope,>,33.0#5
forest forest##forest.Vertical_Distance_To_Hydrology,>,-153.0,forest.Hillshade_3pm,=,61.0#625
forest forest##forest.Slope,<,2.0,forest.Horizontal_Distance_To_Hydrology,>,685.0#189
forest forest##forest.Hillshade_9am,<,208.0,forest.Slope,<,61.0,forest.Hillshade_Noon,>,156.0,forest.Hillshade_3pm,=,59.0,forest.Aspect,<,331.0#1
forest forest##forest.Aspect,<,204.0,forest.Hillshade_9am,<,249.0,forest.Horizontal_Distance_To_Fire_Points,>,4071.0,forest.Vertical_Distance_To_Hydrology,<,401.0#35118
forest forest##forest.Horizontal_Distance_To_Hydrology,<,361.0,forest.Aspect,>,113.0,forest.Hillshade_3pm,<,38.0#467
forest forest##forest.Horizontal_Distance_To_Roadways,<,1324.0,forest.Hillshade_3pm,<,173.0,forest.Horizontal_Distance_To_Fire_Points,<,6533.0,forest.Hillshade_Noon,=,75.0#1
forest forest##forest.Slope,=,20.0,forest.Horizontal_Distance_To_Hydrology,=,576.0,forest.Hillshade_Noon,<,250.0#13
forest forest##forest.Aspect,=,17.0#2371
forest forest##forest.Hillshade_3pm,<,137.0,forest.Slope,>,8.0,forest.Hillshade_Noon,=,202.0,forest.Horizontal_Distance_To_Fire_Points,<,2828.0#2865
forest forest##forest.Aspect,<,156.0,forest.Horizontal_Distance_To_Fire_Points,>,2106.0,forest.Vertical_Distance_To_Hydrology,<,-26.0,forest.Horizontal_Distance_To_Hydrology,=,720.0#10
forest forest##forest.Elevation,>,2422.0,forest.Hillshade_9am,>,129.0#545561
forest forest##forest.Horizontal_Distance_To_Hydrology,>,1001.0,forest.Hillshade_3pm,=,152.0,forest.Vertical_Distance_To_Hydrology,<,382.0,forest.Horizontal_Distance_To_Fire_Points,>,4740.0#1
forest forest##forest.Hillshade_Noon,<,221.0,forest.Hillshade_3pm,=,240.0#44
forest forest##forest.Aspect,<,352.0,forest.Hillshade_9am,<,84.0,forest.Hillshade_3pm,>,230.0,forest.Horizontal_Distance_To_Hydrology,<,900.0#196
forest forest##forest.Vertical_Distance_To_Hydrology,=,404.0,forest.Horizontal_Distance_To_Hydrology,>,469.0#5
forest forest##forest.Horizontal_Distance_To_Hydrology,>,987.0,forest.Slope,<,62.0,forest.Elevation,<,3840.0,forest.Horizontal_Distance_To_Roadways,>,1481.0,forest.Hillshade_9am,>,186.0#3251
forest forest##forest.Hillshade_9am,>,248.0,forest.Slope,>,38.0,forest.Aspect,<,297.0,forest.Vertical_Distance_To_Hydrology,>,288.0#1
forest forest##forest.Hillshade_Noon,=,166.0#524
forest forest##forest.Horizontal_Distance_To_Roadways,<,4163.0,forest.Aspect,=,217.0,forest.Vertical_Distance_To_Hydrology,>,176.0,forest.Slope,>,9.0#26
forest forest##forest.Vertical_Distance_To_Hydrology,<,398.0#580711
forest forest##forest.Hillshade_9am,<,151.0,forest.Aspect,>,291.0#11924
forest forest##forest.Vertical_Distance_To_Hydrology,<,-110.0,forest.Hillshade_9am,=,186.0,forest.Horizontal_Distance_To_Hydrology,<,607.0#2
forest forest##forest.Slope,>,4.0,forest.Hillshade_Noon,>,160.0,forest.Elevation,<,2400.0,forest.Horizontal_Distance_To_Fire_Points,<,4103.0#25528
forest forest##forest.Elevation,<,3661.0,forest.Horizontal_Distance_To_Hydrology,<,1203.0,forest.Slope,<,51.0,forest.Hillshade_9am,=,133.0,forest.Aspect,>,200.0#412
forest forest##forest.Hillshade_Noon,>,101.0,forest.Slope,>,1.0#576596
forest forest##forest.Aspect,=,69.0,forest.Slope,<,63.0#2430
forest forest##forest.Horizontal_Distance_To_Hydrology,=,875.0,forest.Aspect,<,198.0#101
forest forest##forest.Hillshade_9am,>,143.0,forest.Aspect,=,2.0#1890
forest forest##forest.Aspect,<,149.0,forest.Elevation,>,1979.0,forest.Vertical_Distance_To_Hydrology,=,34.0,forest.Hillshade_9am,=,195.0,forest.Horizontal_Distance_To_Roadways,>,1937.0,forest.Hillshade_Noon,>,197.0,forest.Horizontal_Distance_To_Fire_Points,<,3798.0#4
forest forest##forest.Slope,=,20.0,forest.Vertical_Distance_To_Hydrology,<,288.0,forest.Horizontal_Distance_To_Roadways,>,6240.0#39
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,3285.0#504199
forest forest##forest.Aspect,<,338.0,forest.Horizontal_Distance_To_Fire_Points,<,2869.0,forest.Elevation,>,2085.0,forest.Hillshade_9am,<,211.0,forest.Hillshade_Noon,>,176.0,forest.Vertical_Distance_To_Hydrology,>,158.0,forest.Horizontal_Distance_To_Roadways,>,1371.0,forest.Hillshade_3pm,<,170.0#1510
forest forest##forest.Hillshade_3pm,<,38.0,forest.Hillshade_9am,>,76.0,forest.Horizontal_Distance_To_Fire_Points,<,4387.0#4892
forest forest##forest.Aspect,=,325.0,forest.Horizontal_Distance_To_Roadways,=,5113.0#1
forest forest##forest.Slope,<,34.0,forest.Elevation,>,3632.0#702
forest forest##forest.Hillshade_3pm,=,38.0#239
forest forest##forest.Elevation,=,3416.0,forest.Hillshade_9am,>,213.0,forest.Aspect,<,311.0,forest.Horizontal_Distance_To_Roadways,<,2284.0#34
forest forest##forest.Horizontal_Distance_To_Hydrology,>,603.0,forest.Horizontal_Distance_To_Fire_Points,=,3426.0,forest.Vertical_Distance_To_Hydrology,>,-67.0#3
forest forest##forest.Vertical_Distance_To_Hydrology,>,378.0#484
forest forest##forest.Aspect,=,354.0#2025
forest forest##forest.Elevation,=,2754.0,forest.Horizontal_Distance_To_Hydrology,>,108.0,forest.Hillshade_3pm,>,182.0#24
forest forest##forest.Aspect,<,313.0,forest.Hillshade_9am,>,121.0,forest.Horizontal_Distance_To_Fire_Points,<,6264.0,forest.Vertical_Distance_To_Hydrology,<,338.0#486148
forest forest##forest.Horizontal_Distance_To_Hydrology,<,497.0,forest.Slope,>,4.0,forest.Elevation,>,3023.0,forest.Hillshade_3pm,<,164.0#130546
forest forest##forest.Hillshade_Noon,>,193.0#536496
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,6230.0,forest.Hillshade_3pm,>,64.0#6238
forest forest##forest.Slope,<,26.0#531929
forest forest##forest.Elevation,>,3058.0,forest.Slope,=,18.0,forest.Hillshade_9am,>,163.0,forest.Horizontal_Distance_To_Hydrology,=,480.0,forest.Hillshade_3pm,<,215.0#22
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,5754.0#14085
forest forest##forest.Horizontal_Distance_To_Hydrology,>,558.0,forest.Hillshade_9am,=,240.0,forest.Vertical_Distance_To_Hydrology,<,-110.0#1
forest forest##forest.Aspect,>,92.0#355660
forest forest##forest.Vertical_Distance_To_Hydrology,<,514.0,forest.Horizontal_Distance_To_Roadways,>,6337.0,forest.Aspect,>,85.0,forest.Slope,=,7.0,forest.Horizontal_Distance_To_Fire_Points,<,3972.0,forest.Horizontal_Distance_To_Hydrology,<,1181.0#108
forest forest##forest.Aspect,>,309.0,forest.Horizontal_Distance_To_Hydrology,>,552.0#9284
forest forest##forest.Aspect,<,138.0,forest.Hillshade_3pm,=,51.0#376
forest forest##forest.Horizontal_Distance_To_Fire_Points,=,4559.0#16
forest forest##forest.Slope,<,42.0,forest.Horizontal_Distance_To_Fire_Points,<,3718.0#521178
forest forest##forest.Hillshade_Noon,<,234.0#389867
forest forest##forest.Horizontal_Distance_To_Hydrology,<,666.0,forest.Horizontal_Distance_To_Roadways,<,1965.0,forest.Hillshade_9am,>,233.0,forest.Horizontal_Distance_To_Fire_Points,>,2165.0,forest.Hillshade_3pm,<,133.0#16782
forest forest##forest.Horizontal_Distance_To_Hydrology,<,268.0#331750
forest forest##forest.Slope,>,50.0#67
forest forest##forest.Vertical_Distance_To_Hydrology,=,-98.0,forest.Horizontal_Distance_To_Hydrology,>,900.0#3
forest forest##forest.Horizontal_Distance_To_Fire_Points,=,5001.0,forest.Aspect,>,206.0#12
forest forest##forest.Hillshade_Noon,>,233.0,forest.Horizontal_Distance_To_Roadways,<,1922.0,forest.Vertical_Distance_To_Hydrology,=,-4.0,forest.Hillshade_3pm,>,188.0#36
forest forest##forest.Elevation,>,3500.0#2510
forest forest##forest.Hillshade_Noon,=,231.0#13666
forest forest##forest.Hillshade_Noon,<,214.0#150776
forest forest##forest.Hillshade_Noon,<,157.0,forest.Hillshade_3pm,<,174.0,forest.Slope,>,22.0,forest.Horizontal_Distance_To_Fire_Points,<,6062.0,forest.Vertical_Distance_To_Hydrology,<,5.0,forest.Aspect,<,243.0,forest.Elevation,<,2166.0#32
forest forest##forest.Horizontal_Distance_To_Hydrology,>,1224.0#350
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,2782.0,forest.Horizontal_Distance_To_Hydrology,=,731.0,forest.Aspect,>,173.0#72
forest forest##forest.Hillshade_Noon,=,147.0#142
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,3967.0,forest.Slope,=,26.0,forest.Horizontal_Distance_To_Hydrology,<,570.0#304
forest forest##forest.Horizontal_Distance_To_Roadways,>,5668.0#21244
forest forest##forest.Vertical_Distance_To_Hydrology,<,82.0#464900
forest forest##forest.Hillshade_3pm,<,243.0,forest.Horizontal_Distance_To_Roadways,<,3865.0,forest.Elevation,>,2875.0,forest.Aspect,=,126.0,forest.Hillshade_Noon,>,175.0,forest.Slope,>,24.0,forest.Vertical_Distance_To_Hydrology,<,184.0,forest.Horizontal_Distance_To_Fire_Points,<,4961.0#45
forest forest##forest.Aspect,<,347.0,forest.Vertical_Distance_To_Hydrology,=,232.0,forest.Hillshade_9am,>,229.0,forest.Horizontal_Distance_To_Roadways,<,2618.0,forest.Hillshade_Noon,<,247.0#31
forest forest##forest.Elevation,<,3740.0,forest.Hillshade_9am,<,202.0,forest.Horizontal_Distance_To_Hydrology,>,757.0,forest.Horizontal_Distance_To_Fire_Points,>,5296.0,forest.Aspect,<,259.0#36
forest forest##forest.Aspect,<,166.0,forest.Vertical_Distance_To_Hydrology,<,351.0,forest.Hillshade_Noon,<,197.0,forest.Hillshade_3pm,<,190.0#44682
forest forest##forest.Hillshade_9am,<,239.0,forest.Hillshade_Noon,=,245.0,forest.Horizontal_Distance_To_Fire_Points,<,2089.0#5558
forest forest##forest.Aspect,>,318.0#75659
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,6275.0#5590
forest forest##forest.Elevation,>,3347.0,forest.Vertical_Distance_To_Hydrology,<,390.0,forest.Aspect,>,104.0,forest.Horizontal_Distance_To_Hydrology,=,828.0#24
forest forest##forest.Vertical_Distance_To_Hydrology,<,-52.0#3955
forest forest##forest.Horizontal_Distance_To_Hydrology,>,1044.0#2578
forest forest##forest.Hillshade_3pm,<,235.0,forest.Hillshade_Noon,>,88.0,forest.Horizontal_Distance_To_Fire_Points,>,1618.0,forest.Aspect,=,293.0,forest.Vertical_Distance_To_Hydrology,<,463.0#502
forest forest##forest.Aspect,>,121.0#299880
forest forest##forest.Vertical_Distance_To_Hydrology,<,443.0,forest.Horizontal_Distance_To_Fire_Points,<,2007.0#346220
forest forest##forest.Slope,=,49.0,forest.Horizontal_Distance_To_Fire_Points,<,5455.0#34
forest forest##forest.Hillshade_3pm,<,75.0,forest.Aspect,=,69.0,forest.Horizontal_Distance_To_Fire_Points,<,4355.0#313
forest forest##forest.Horizontal_Distance_To_Hydrology,>,1245.0,forest.Hillshade_Noon,>,170.0#252
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,3894.0#53704
forest forest##forest.Hillshade_3pm,>,130.0,forest.Horizontal_Distance_To_Fire_Points,>,5836.0,forest.Hillshade_9am,>,185.0,forest.Aspect,>,213.0#2622
forest forest##forest.Horizontal_Distance_To_Fire_Points,=,3234.0,forest.Vertical_Distance_To_Hydrology,<,433.0,forest.Horizontal_Distance_To_Hydrology,<,1188.0,forest.Horizontal_Distance_To_Roadways,<,1785.0,forest.Hillshade_9am,>,50.0#17
forest forest##forest.Aspect,>,347.0#22638
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,4482.0,forest.Elevation,>,3259.0,forest.Hillshade_9am,=,105.0#5
forest forest##forest.Elevation,<,2444.0,forest.Aspect,>,302.0,forest.Horizontal_Distance_To_Hydrology,<,671.0,forest.Hillshade_9am,<,204.0,forest.Hillshade_Noon,<,204.0#4396
forest forest##forest.Horizontal_Distance_To_Fire_Points,=,1276.0#543
forest forest##forest.Hillshade_Noon,<,198.0,forest.Hillshade_9am,=,106.0,forest.Slope,>,36.0#25
forest forest##forest.Slope,<,54.0,forest.Elevation,>,3096.0,forest.Hillshade_3pm,<,193.0,forest.Vertical_Distance_To_Hydrology,<,-59.0#916
forest forest##forest.Hillshade_3pm,=,115.0#4265
forest forest##forest.Hillshade_Noon,>,176.0#565340
forest forest##forest.Horizontal_Distance_To_Roadways,<,4581.0,forest.Horizontal_Distance_To_Hydrology,<,930.0,forest.Horizontal_Distance_To_Fire_Points,<,1633.0#250294
forest forest##forest.Slope,>,23.0,forest.Horizontal_Distance_To_Fire_Points,=,4050.0,forest.Hillshade_3pm,<,85.0#1
forest forest##forest.Hillshade_3pm,<,113.0,forest.Horizontal_Distance_To_Hydrology,<,60.0,forest.Horizontal_Distance_To_Fire_Points,>,1920.0#3875
forest forest##forest.Vertical_Distance_To_Hydrology,>,293.0,forest.Hillshade_3pm,>,195.0#967
forest forest##forest.Elevation,<,2692.0,forest.Hillshade_3pm,<,141.0#47541
forest forest##forest.Slope,>,25.0#49083
forest forest##forest.Hillshade_9am,=,185.0,forest.Aspect,>,306.0#1687
forest forest##forest.Hillshade_Noon,=,113.0,forest.Hillshade_9am,<,200.0,forest.Aspect,<,165.0#8
forest forest##forest.Aspect,>,254.0#150442
forest forest##forest.Horizontal_Distance_To_Fire_Points,>,1222.0,forest.Hillshade_Noon,>,163.0,forest.Aspect,>,72.0#263639
forest forest##forest.Vertical_Distance_To_Hydrology,>,312.0,forest.Horizontal_Distance_To_Fire_Points,>,3501.0,forest.Horizontal_Distance_To_Hydrology,>,895.0#25
forest forest##forest.Slope,>,18.0,forest.Vertical_Distance_To_Hydrology,<,-72.0,forest.Hillshade_Noon,<,187.0,forest.Hillshade_9am,<,252.0#133
forest forest##forest.Horizontal_Distance_To_Hydrology,>,767.0,forest.Hillshade_3pm,=,124.0#155
forest forest##forest.Horizontal_Distance_To_Hydrology,=,962.0,forest.Hillshade_3pm,<,173.0,forest.Vertical_Distance_To_Hydrology,<,480.0,forest.Horizontal_Distance_To_Fire_Points,>,3102.0,forest.Elevation,>,2232.0,forest.Slope,>,1.0,forest.Horizontal_Distance_To_Roadways,>,3810.0#2
forest forest##forest.Vertical_Distance_To_Hydrology,>,210.0,forest.Slope,<,66.0#12352
forest forest##forest.Horizontal_Distance_To_Hydrology,<,604.0,forest.Aspect,<,199.0,forest.Horizontal_Distance_To_Fire_Points,<,2483.0,forest.Vertical_Distance_To_Hydrology,=,68.0,forest.Hillshade_3pm,>,90.0#835
forest forest##forest.Hillshade_3pm,<,78.0#28962
forest forest##forest.Slope,<,33.0,forest.Aspect,<,275.0,forest.Horizontal_Distance_To_Fire_Points,<,1237.0#133438
forest forest##forest.Horizontal_Distance_To_Roadways,<,2675.0,forest.Horizontal_Distance_To_Fire_Points,>,4965.0#6438
forest forest##forest.Hillshade_Noon,>,155.0#577199
forest forest##forest.Horizontal_Distance_To_Roadways,=,3180.0,forest.Aspect,>,286.0#39
forest forest##forest.Horizontal_Distance_To_Roadways,>,2177.0,forest.Hillshade_9am,<,222.0,forest.Horizontal_Distance_To_Fire_Points,<,6988.0,forest.Hillshade_Noon,>,200.0#142462
forest forest##forest.Vertical_Distance_To_Hydrology,<,392.0,forest.Hillshade_3pm,<,96.0#59161
forest forest##forest.Hillshade_Noon,=,219.0,forest.Aspect,=,137.0#3
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,6515.0,forest.Hillshade_9am,>,142.0,forest.Horizontal_Distance_To_Roadways,<,2142.0,forest.Hillshade_Noon,<,104.0#20
forest forest##forest.Horizontal_Distance_To_Hydrology,<,532.0,forest.Elevation,=,2998.0#1188
forest forest##forest.Horizontal_Distance_To_Fire_Points,<,1411.0,forest.Hillshade_3pm,>,225.0#3415
forest forest##forest.Hillshade_Noon,>,231.0,forest.Aspect,>,204.0,forest.Elevation,<,2087.0,forest.Hillshade_9am,>,171.0#193
forest forest##forest.Vertical_Distance_To_Hydrology,<,526.0,forest.Aspect,<,198.0,forest.Hillshade_Noon,=,105.0#2
